0,2,2,0.025969529085872578,"[(2, 12), (2, 15), (2, 30), (2, 19), (2, 17), (2, 8), (2, 10), (2, 5), (2, 29), (2, 27), (2, 18), (1, 13), (1, 33), (3, 21), (3, 15), (3, 30), (3, 19), (3, 17), (3, 20), (3, 5), (3, 27), (4, 19), (4, 17), (4, 5), (4, 27), (5, 22), (5, 16), (5, 23), (5, 19), (5, 17), (5, 28), (5, 9), (5, 32), (5, 31), (5, 6), (5, 25), (6, 21), (6, 12), (6, 15), (6, 30), (6, 19), (6, 17), (6, 10), (6, 20), (6, 29), (6, 11), (7, 30), (7, 19), (7, 29), (8, 21), (8, 15), (8, 30), (8, 19), (8, 17), (8, 20), (8, 29), (9, 12), (9, 30), (9, 19), (9, 17), (9, 10), (9, 20), (9, 29), (9, 27), (10, 12), (10, 14), (10, 28), (10, 29), (10, 34), (10, 27), (10, 18), (10, 31), (10, 25), (11, 12), (11, 30), (11, 19), (11, 17), (11, 20), (11, 27), (12, 19), (12, 17), (12, 26), (12, 29), (12, 32), (12, 27), (12, 18), (12, 31), (12, 25), (14, 17), (14, 29), (17, 22), (17, 21), (17, 24), (17, 16), (17, 23), (17, 15), (17, 28), (17, 20), (17, 29), (17, 32), (17, 31), (17, 25), (18, 21), (18, 30), (18, 19), (18, 20), (18, 29), (20, 22), (20, 16), (20, 23), (20, 19), (20, 34), (20, 27), (20, 31), (22, 27), (26, 27), (24, 19), (24, 27), (25, 15), (25, 30), (25, 19), (25, 29), (25, 27), (28, 21), (28, 19), (28, 27), (29, 21), (29, 16), (29, 23), (29, 15), (29, 31), (30, 19), (30, 34), (30, 32), (30, 27), (30, 31), (27, 21), (27, 19), (27, 32), (27, 31), (31, 21), (31, 15), (31, 19), (32, 19), (15, 23), (15, 19), (16, 19), (16, 34), (19, 21), (19, 23), (19, 34), (23, 34)]"
0,3,1,0.0,"[(2, 12), (2, 15), (2, 30), (2, 19), (2, 17), (2, 8), (2, 10), (2, 5), (2, 29), (2, 27), (2, 18), (1, 13), (1, 33), (3, 21), (3, 15), (3, 30), (3, 19), (3, 17), (3, 20), (3, 5), (3, 27), (4, 19), (4, 17), (4, 5), (4, 27), (5, 22), (5, 16), (5, 23), (5, 19), (5, 17), (5, 28), (5, 9), (5, 32), (5, 31), (5, 6), (5, 25), (6, 21), (6, 12), (6, 15), (6, 30), (6, 19), (6, 17), (6, 10), (6, 20), (6, 29), (6, 11), (7, 30), (7, 19), (7, 29), (8, 21), (8, 15), (8, 30), (8, 19), (8, 17), (8, 20), (8, 29), (9, 12), (9, 30), (9, 19), (9, 17), (9, 10), (9, 20), (9, 29), (9, 27), (10, 12), (10, 14), (10, 28), (10, 29), (10, 34), (10, 27), (10, 18), (10, 31), (10, 25), (11, 12), (11, 30), (11, 19), (11, 17), (11, 20), (11, 27), (12, 19), (12, 17), (12, 26), (12, 29), (12, 32), (12, 27), (12, 18), (12, 31), (12, 25), (13, 14), (14, 17), (14, 26), (14, 29), (17, 22), (17, 21), (17, 24), (17, 16), (17, 23), (17, 15), (17, 28), (17, 20), (17, 29), (17, 32), (17, 31), (17, 25), (18, 21), (18, 30), (18, 19), (18, 20), (18, 29), (20, 22), (20, 16), (20, 23), (20, 19), (20, 34), (20, 27), (20, 31), (22, 27), (26, 27), (24, 19), (24, 27), (25, 15), (25, 30), (25, 19), (25, 29), (25, 27), (28, 21), (28, 19), (28, 27), (29, 21), (29, 16), (29, 23), (29, 15), (29, 31), (30, 19), (30, 34), (30, 32), (30, 27), (30, 31), (27, 21), (27, 19), (27, 32), (27, 31), (31, 21), (31, 15), (31, 19), (32, 19), (15, 23), (15, 19), (16, 19), (16, 34), (19, 21), (19, 23), (19, 34), (23, 34)]"
0,4,4,0.09261140949339536,"[(2, 12), (2, 30), (2, 17), (2, 10), (2, 5), (2, 29), (2, 18), (3, 30), (3, 19), (3, 17), (3, 20), (3, 5), (4, 17), (5, 16), (5, 23), (5, 19), (5, 17), (5, 9), (5, 31), (5, 6), (5, 25), (6, 12), (6, 15), (6, 30), (6, 19), (6, 17), (6, 10), (6, 20), (7, 33), (8, 21), (8, 19), (8, 17), (9, 19), (9, 17), (9, 20), (10, 31), (10, 25), (11, 12), (11, 17), (12, 19), (12, 17), (12, 32), (12, 27), (12, 18), (12, 31), (12, 25), (13, 14), (17, 21), (17, 24), (17, 16), (17, 23), (17, 28), (17, 20), (17, 31), (17, 25), (18, 21), (18, 19), (18, 20), (20, 16), (20, 23), (20, 19), (20, 27), (20, 31), (22, 33), (22, 26), (24, 19), (25, 30), (25, 29), (28, 19), (28, 27), (29, 23), (30, 31), (27, 21), (27, 19), (27, 31), (31, 15), (31, 19), (32, 19), (15, 19), (16, 19), (16, 34), (19, 21), (19, 23)]"
0,5,2,0.4661287295927943,"[(2, 12), (2, 17), (2, 10), (1, 17), (1, 27), (3, 20), (4, 22), (4, 26), (5, 23), (5, 19), (5, 17), (5, 31), (5, 6), (6, 12), (6, 19), (6, 17), (6, 20), (7, 15), (7, 14), (7, 30), (7, 8), (7, 9), (7, 34), (7, 11), (7, 32), (7, 18), (8, 22), (8, 33), (8, 26), (9, 22), (9, 14), (9, 33), (10, 25), (11, 26), (12, 31), (12, 25), (13, 15), (13, 14), (13, 30), (13, 26), (13, 28), (13, 29), (13, 34), (14, 22), (14, 16), (14, 33), (17, 23), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 24), (22, 16), (22, 30), (22, 33), (22, 29), (22, 34), (26, 16), (26, 30), (26, 28), (26, 34), (24, 33), (28, 33), (29, 33), (27, 31), (31, 19), (32, 33), (33, 16), (33, 15), (19, 21)]"
0,6,2,0.4608,"[(2, 12), (2, 17), (2, 10), (1, 17), (1, 27), (3, 20), (4, 22), (4, 26), (5, 23), (5, 19), (5, 17), (5, 31), (5, 6), (6, 12), (6, 19), (6, 17), (6, 20), (7, 15), (7, 14), (7, 30), (7, 8), (7, 9), (7, 34), (7, 11), (7, 32), (7, 18), (7, 22), (8, 22), (8, 33), (8, 26), (9, 22), (9, 14), (9, 33), (10, 25), (11, 26), (12, 31), (12, 25), (13, 15), (13, 14), (13, 30), (13, 26), (13, 28), (13, 29), (13, 34), (14, 22), (14, 16), (14, 33), (17, 23), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 24), (22, 16), (22, 30), (22, 33), (22, 29), (22, 34), (26, 16), (26, 30), (26, 28), (26, 34), (26, 33), (24, 33), (28, 33), (29, 33), (27, 31), (31, 19), (32, 33), (33, 16), (33, 15), (19, 21)]"
0,7,2,0.4581024930747921,"[(2, 12), (2, 17), (2, 10), (1, 17), (1, 27), (3, 20), (4, 22), (4, 26), (5, 23), (5, 19), (5, 17), (5, 31), (5, 6), (6, 12), (6, 19), (6, 17), (6, 20), (7, 15), (7, 14), (7, 30), (7, 8), (7, 9), (7, 34), (7, 11), (7, 32), (7, 18), (7, 22), (7, 33), (8, 22), (8, 33), (8, 26), (9, 22), (9, 14), (9, 33), (10, 25), (11, 26), (12, 31), (12, 25), (13, 15), (13, 14), (13, 30), (13, 26), (13, 28), (13, 29), (13, 34), (14, 22), (14, 16), (14, 33), (17, 23), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 24), (22, 16), (22, 30), (22, 33), (22, 29), (22, 34), (26, 16), (26, 30), (26, 28), (26, 34), (26, 33), (24, 33), (28, 33), (29, 33), (27, 31), (31, 19), (32, 33), (33, 16), (33, 15), (19, 21)]"
0,8,2,0.4581024930747921,"[(2, 12), (2, 17), (2, 10), (1, 17), (1, 27), (3, 20), (4, 22), (4, 26), (5, 23), (5, 19), (5, 17), (5, 31), (5, 6), (6, 12), (6, 19), (6, 17), (6, 20), (7, 15), (7, 14), (7, 30), (7, 8), (7, 9), (7, 34), (7, 11), (7, 32), (7, 18), (7, 22), (7, 33), (8, 22), (8, 33), (8, 26), (9, 22), (9, 14), (9, 33), (10, 25), (11, 26), (12, 31), (12, 25), (13, 15), (13, 14), (13, 30), (13, 26), (13, 28), (13, 29), (13, 34), (14, 22), (14, 16), (14, 33), (17, 23), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 24), (22, 16), (22, 30), (22, 33), (22, 29), (22, 34), (26, 16), (26, 30), (26, 28), (26, 34), (26, 33), (24, 33), (28, 33), (29, 33), (27, 31), (31, 19), (32, 33), (33, 16), (33, 15), (19, 21)]"
0,9,2,0.452662721893491,"[(2, 12), (2, 17), (2, 10), (1, 17), (1, 27), (3, 20), (4, 22), (4, 26), (5, 23), (5, 19), (5, 17), (5, 31), (5, 6), (6, 12), (6, 19), (6, 17), (6, 20), (7, 15), (7, 14), (7, 30), (7, 8), (7, 9), (7, 34), (7, 11), (7, 32), (7, 18), (7, 22), (7, 33), (8, 22), (8, 33), (8, 26), (9, 22), (9, 14), (9, 33), (10, 25), (11, 26), (12, 31), (12, 25), (13, 15), (13, 14), (13, 30), (13, 26), (13, 28), (13, 29), (13, 34), (13, 33), (14, 22), (14, 16), (14, 33), (17, 23), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 24), (22, 16), (22, 30), (22, 33), (22, 29), (22, 34), (22, 26), (26, 16), (26, 30), (26, 28), (26, 34), (26, 33), (24, 33), (28, 33), (29, 33), (27, 31), (31, 19), (32, 33), (33, 16), (33, 15), (19, 21)]"
0,10,1,0.0,"[(2, 12), (2, 17), (2, 10), (1, 17), (1, 27), (3, 20), (4, 22), (4, 26), (5, 23), (5, 19), (5, 17), (5, 31), (5, 6), (6, 12), (6, 19), (6, 17), (6, 20), (7, 22), (7, 15), (7, 14), (7, 30), (7, 17), (7, 33), (7, 8), (7, 9), (7, 34), (7, 11), (7, 32), (7, 18), (8, 22), (8, 33), (8, 26), (9, 22), (9, 14), (9, 33), (10, 25), (11, 26), (12, 31), (12, 25), (13, 15), (13, 14), (13, 30), (13, 33), (13, 26), (13, 28), (13, 29), (13, 34), (14, 22), (14, 16), (14, 33), (17, 23), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 24), (22, 16), (22, 30), (22, 33), (22, 26), (22, 29), (22, 34), (26, 16), (26, 30), (26, 33), (26, 28), (26, 34), (24, 33), (28, 33), (29, 33), (27, 31), (31, 19), (32, 33), (33, 16), (33, 15), (19, 21)]"
0,11,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,12,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,13,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,14,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,15,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,16,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,17,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,18,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,19,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,20,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,21,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,22,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,23,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,24,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,25,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,26,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,27,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,28,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,29,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,30,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,31,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,32,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,33,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,34,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,35,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,36,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,37,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,38,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
0,39,5,0.6833648393194707,"[(2, 12), (2, 17), (2, 10), (1, 27), (3, 24), (3, 15), (3, 29), (3, 34), (3, 11), (4, 21), (4, 23), (4, 9), (5, 19), (5, 17), (6, 19), (6, 17), (6, 20), (7, 14), (7, 30), (7, 18), (8, 33), (8, 26), (9, 23), (10, 25), (12, 25), (13, 14), (13, 30), (13, 33), (13, 26), (14, 22), (17, 20), (17, 31), (17, 25), (18, 22), (18, 33), (20, 19), (20, 31), (22, 30), (22, 33), (22, 26), (26, 16), (26, 28), (28, 33), (29, 15), (31, 19), (32, 33)]"
